cooler,valve,pump,acc,stable,cfg,split
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,80,0,130,0,3|80|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,90,0,130,0,3|90|0|130,train
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,100,0,130,0,3|100|0|130,valid
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,73,2,115,0,3|73|2|115,test
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,80,2,115,0,3|80|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,90,2,115,0,3|90|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,100,2,115,0,3|100|2|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,73,1,115,0,3|73|1|115,train
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,80,1,115,0,3|80|1|115,test
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,90,1,115,0,3|90|1|115,train
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,100,1,115,0,3|100|1|115,valid
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,73,0,115,0,3|73|0|115,test
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,80,0,115,0,3|80|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,90,0,115,0,3|90|0|115,train
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,100,0,115,0,3|100|0|115,valid
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,73,2,100,0,3|73|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,80,2,100,0,3|80|2|100,train
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,90,2,100,0,3|90|2|100,test
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,100,2,100,0,3|100|2|100,train
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,73,1,100,0,3|73|1|100,test
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,80,1,100,0,3|80|1|100,valid
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,90,1,100,0,3|90|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,100,1,100,0,3|100|1|100,train
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,73,0,100,0,3|73|0|100,valid
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,80,0,100,0,3|80|0|100,train
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,90,0,100,0,3|90|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,100,0,100,0,3|100|0|100,test
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,73,2,90,0,3|73|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,80,2,90,0,3|80|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,90,2,90,0,3|90|2|90,valid
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,100,2,90,0,3|100|2|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,73,1,90,0,3|73|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,80,1,90,0,3|80|1|90,train
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,90,1,90,0,3|90|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,100,1,90,0,3|100|1|90,test
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,73,0,90,0,3|73|0|90,train
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,80,0,90,0,3|80|0|90,valid
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,90,0,90,0,3|90|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
3,100,0,90,0,3|100|0|90,train
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,73,2,130,0,20|73|2|130,test
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,80,2,130,0,20|80|2|130,train
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,90,2,130,0,20|90|2|130,test
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,100,2,130,0,20|100|2|130,valid
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,73,1,130,0,20|73|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,80,1,130,0,20|80|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,90,1,130,0,20|90|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,100,1,130,0,20|100|1|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,73,0,130,0,20|73|0|130,train
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,80,0,130,0,20|80|0|130,test
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,90,0,130,0,20|90|0|130,train
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,100,0,130,0,20|100|0|130,test
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,73,2,115,0,20|73|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,80,2,115,0,20|80|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,90,2,115,0,20|90|2|115,train
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,100,2,115,0,20|100|2|115,test
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,73,1,115,0,20|73|1|115,valid
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,80,1,115,0,20|80|1|115,test
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,90,1,115,0,20|90|1|115,train
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,100,1,115,0,20|100|1|115,test
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,73,0,115,0,20|73|0|115,train
20,80,0,115,0,20|80|0|115,train
