row,y,split
797,1,train
798,1,calib
799,1,calib
800,0,test
801,0,test
802,0,train
803,0,test
804,0,calib
805,0,train
806,0,train
807,0,train
808,0,calib
809,0,train
810,0,calib
811,0,train
812,0,train
813,0,test
814,0,test
815,0,calib
816,0,calib
817,0,train
818,0,train
819,0,test
820,0,train
821,0,test
822,0,calib
823,0,train
824,0,train
825,0,train
826,0,train
827,0,train
828,0,calib
829,0,train
830,0,train
831,0,train
832,0,train
833,0,train
834,0,train
835,0,train
836,0,train
837,0,test
838,0,test
839,0,train
840,0,train
841,0,test
842,0,calib
843,0,calib
844,0,train
845,0,train
846,0,train
847,0,train
848,0,train
849,0,train
850,0,test
851,0,train
852,0,train
853,0,train
854,0,train
855,0,calib
856,0,train
857,0,train
858,0,test
859,0,train
860,0,train
861,0,train
862,0,train
863,0,test
864,0,train
865,0,train
866,0,test
867,0,train
868,0,train
869,0,train
870,0,test
871,0,test
872,0,train
873,0,calib
874,0,calib
875,0,train
876,0,calib
877,0,train
878,0,train
879,0,calib
880,0,test
881,0,train
882,0,train
883,0,test
884,0,train
885,0,test
886,0,test
887,0,calib
888,0,train
889,0,train
890,0,train
891,0,train
892,0,train
893,0,train
894,0,test
895,0,test
896,0,calib
897,0,calib
898,0,train
899,0,train
900,0,train
901,0,test
902,0,test
903,0,test
904,0,test
905,0,train
906,0,train
907,0,train
908,0,test
909,0,calib
910,0,train
911,0,train
912,0,calib
913,0,test
914,0,train
915,0,train
916,0,calib
917,0,train
918,0,calib
919,0,train
920,0,train
921,0,train
922,0,train
923,0,test
924,0,train
925,0,test
926,0,test
927,0,train
928,0,train
929,0,train
930,0,train
931,0,train
932,0,calib
933,0,calib
934,0,calib
935,0,test
936,0,train
937,0,train
938,0,train
939,0,train
940,0,train
941,0,train
942,0,train
943,0,calib
944,0,train
945,0,train
946,0,test
947,0,test
948,0,train
949,0,calib
950,0,test
951,0,calib
952,0,train
953,0,test
954,0,calib
955,0,test
956,0,train
957,0,train
958,0,calib
959,0,calib
960,0,test
961,0,test
962,0,train
963,0,train
964,0,train
965,0,calib
966,0,train
967,0,train
968,0,train
969,0,calib
970,0,calib
971,0,train
972,0,train
973,0,calib
974,0,train
975,0,train
976,0,test
977,0,calib
978,0,train
979,0,calib
980,0,calib
981,0,train
982,0,train
983,0,train
984,0,train
985,0,train
986,0,train
987,0,calib
988,0,calib
989,0,train
990,0,train
991,0,train
992,0,train
993,0,train
994,0,test
995,0,train
996,0,train
997,0,test
998,0,calib
999,0,train
1000,0,test
1001,0,train
1002,0,calib
1003,0,calib
1004,0,test
1005,0,train
1006,0,train
1007,0,train
1008,0,train
1009,0,train
1010,0,train
1011,0,train
1012,0,calib
1013,0,train
1014,0,train
1015,0,calib
1016,0,train
1017,0,calib
1018,0,train
1019,0,train
1020,0,train
1021,0,train
1022,0,train
1023,0,train
1024,0,train
1025,0,train
1026,0,test
1027,0,test
1028,0,train
1029,0,test
1030,0,train
1031,0,calib
1032,0,calib
1033,0,train
1034,0,calib
1035,0,calib
1036,0,calib
1037,0,calib
1038,0,train
1039,0,train
1040,0,calib
1041,0,train
1042,0,test
1043,0,train
1044,0,train
1045,0,train
1046,0,calib
1047,0,train
1048,0,train
1049,0,calib
1050,0,train
1051,0,train
1052,0,train
1053,0,train
1054,0,train
1055,0,train
1056,0,train
1057,0,train
1058,0,train
1059,0,test
1060,0,train
1061,0,train
1062,0,test
1063,0,train
1064,0,calib
1065,0,calib
1066,0,train
1067,0,train
1068,0,train
1069,0,train
1070,0,train
1071,0,train
1072,0,train
1073,0,train
1074,0,calib
1075,0,calib
1076,0,train
1077,0,test
1078,0,test
1079,0,train
1080,0,train
1081,0,test
1082,0,train
1083,0,train
1084,0,calib
1085,0,train
1086,0,test
1087,0,train
1088,0,train
1089,0,train
1090,0,train
1091,0,calib
1092,0,test
1093,0,train
1094,0,train
1095,0,train
1096,0,train
1097,0,train
1098,0,train
1099,0,train
1100,0,test
1101,0,train
1102,0,calib
1103,0,train
1104,0,train
1105,0,test
1106,0,calib
1107,0,train
1108,0,train
1109,0,train
1110,0,train
1111,0,calib
1112,0,train
1113,0,train
1114,0,train
1115,0,test
1116,0,calib
1117,0,train
1118,0,train
1119,0,train
1120,0,train
1121,0,test
1122,0,test
1123,0,train
1124,0,calib
1125,0,test
1126,0,train
1127,0,train
1128,0,train
1129,0,train
1130,0,calib
1131,0,train
1132,0,calib
1133,0,train
1134,0,train
1135,0,train
1136,0,train
1137,0,train
1138,0,train
1139,0,train
1140,0,train
1141,0,train
1142,0,train
1143,0,train
1144,0,test
1145,0,calib
1146,0,test
1147,0,train
1148,0,test
1149,0,calib
1150,0,train
1151,0,train
1152,0,train
1153,0,train
1154,0,train
1155,0,test
1156,0,calib
1157,0,train
1158,0,calib
1159,0,train
1160,0,test
1161,0,train
1162,0,train
1163,0,test
1164,0,calib
1165,0,train
1166,0,train
1167,0,train
1168,0,train
1169,0,train
1170,0,train
1171,0,train
1172,0,train
1173,0,calib
1174,0,calib
1175,0,train
1176,0,calib
1177,0,train
1178,0,train
1179,0,train
1180,0,train
1181,0,train
1182,0,train
1183,0,train
1184,0,test
1185,0,calib
1186,0,test
1187,0,test
1188,0,calib
1189,0,test
1190,0,train
1191,0,train
1192,0,train
1193,0,train
1194,0,test
1195,0,test
1196,0,train
1197,0,test
1198,0,train
1199,0,test
1200,0,test
1201,0,train
1202,0,test
1203,0,train
1204,0,test
1205,0,test
1206,0,train
1207,0,calib
1208,0,test
1209,0,calib
1210,0,test
1211,0,calib
1212,0,calib
1213,0,train
1214,0,train
1215,0,calib
1216,0,train
1217,0,test
1218,0,calib
1219,0,calib
1220,0,train
1221,0,train
1222,0,train
1223,0,train
1224,0,train
1225,0,train
1226,0,calib
1227,0,calib
1228,0,calib
1229,0,train
1230,0,test
1231,0,test
1232,0,test
1233,0,test
1234,0,train
1235,0,calib
1236,0,train
1237,0,train
1238,0,calib
1239,0,train
1240,0,train
1241,0,test
1242,0,train
1243,0,train
1244,0,train
1245,0,calib
1246,0,test
1247,0,train
1248,0,train
1249,0,train
1250,0,calib
1251,0,train
1252,0,train
1253,0,calib
1254,0,train
1255,0,test
1256,0,train
1257,0,calib
1258,0,test
1259,0,train
1260,0,train
1261,0,calib
1262,0,train
1263,0,train
1264,0,train
1265,0,calib
1266,0,train
1267,0,train
1268,0,test
1269,0,test
1270,0,train
1271,0,test
1272,0,train
1273,0,calib
1274,0,train
1275,0,calib
1276,0,train
1277,0,test
1278,0,train
1279,0,train
1280,0,test
1281,0,train
1282,0,train
1283,0,calib
1284,0,train
1285,0,train
1286,0,train
1287,0,calib
1288,0,calib
1289,0,train
1290,0,train
1291,0,train
1292,0,train
1293,0,calib
1294,0,train
1295,0,train
1296,0,calib
1297,0,train
1298,0,train
1299,0,train
1300,0,train
1301,0,calib
1302,0,test
1303,0,calib
1304,0,train
1305,0,test
1306,0,train
1307,0,test
1308,0,train
1309,0,train
1310,0,train
1311,0,test
1312,0,train
1313,0,calib
1314,0,train
1315,0,train
1316,0,test
1317,0,calib
1318,0,test
1319,0,train
1320,0,train
1321,0,calib
1322,0,train
1323,0,test
1324,0,train
1325,0,train
1326,0,train
1327,0,train
1328,0,train
1329,0,test
1330,0,train
1331,0,calib
1332,0,train
1333,0,test
1334,0,test
1335,0,train
1336,0,train
1337,0,test
1338,0,calib
1339,0,test
1340,0,train
1341,0,train
1342,0,test
1343,0,calib
1344,0,train
1345,0,train
1346,0,train
1347,0,train
1348,0,train
1349,0,calib
1350,0,train
1351,0,train
1352,0,train
1353,0,train
1354,0,train
1355,0,calib
1356,0,train
1357,0,train
1358,0,train
1359,0,train
1360,0,train
1361,0,train
1362,0,train
1363,0,train
1364,0,train
1365,0,test
1366,0,train
1367,0,train
1368,0,train
1369,0,train
1370,0,test
1371,0,train
1372,0,calib
1373,0,train
1374,0,train
1375,0,train
1376,0,train
1377,0,calib
1378,0,train
1379,0,train
1380,0,test
1381,0,train
1382,0,train
1383,0,test
1384,0,train
1385,0,train
1386,0,calib
1387,0,train
1388,0,train
1389,0,train
1390,0,test
1391,0,test
1392,0,train
1393,0,train
1394,0,train
1395,0,calib
1396,0,train
1397,0,train
1398,0,train
1399,0,train
1400,0,calib
1401,0,test
1402,0,train
1403,0,train
1404,0,test
1405,0,calib
1406,0,train
1407,0,train
1408,0,calib
1409,0,train
1410,0,calib
1411,0,train
1412,0,train
1413,0,train
1414,0,train
1415,0,train
1416,0,train
1417,0,calib
1418,0,train
1419,0,calib
1420,0,train
1421,0,test
1422,0,test
1423,0,train
1424,0,train
1425,0,train
1426,0,train
1427,0,train
1428,0,test
1429,0,train
1430,0,train
1431,0,test
1432,0,test
1433,0,calib
1434,0,calib
1435,0,calib
1436,0,train
1437,0,train
1438,0,train
1439,0,calib
1440,0,train
1441,0,calib
1442,0,calib
1443,0,train
1444,0,train
1445,0,test
1446,0,train
1447,0,train
1448,0,train
1449,0,train
1450,0,calib
1451,0,calib
1452,0,train
1453,0,train
1454,0,train
1455,0,train
1456,0,test
1457,0,train
1458,0,train
1459,0,train
1460,0,train
1461,0,train
1462,0,test
1463,0,test
1464,0,train
1465,0,train
1466,0,train
1467,0,calib
1468,0,train
1469,0,test
1470,0,test
1471,0,train
1472,0,test
1473,0,calib
1474,0,train
1475,0,train
1476,0,calib
1477,0,calib
1478,0,train
1479,0,train
1480,0,calib
1481,0,train
1482,0,test
1483,0,train
1484,0,train
1485,0,test
1486,0,test
1487,0,train
1488,0,train
1489,0,train
1490,0,train
1491,0,test
1492,0,train
1493,0,calib
1494,0,train
1495,0,calib
1496,0,test
1497,0,train
1498,0,train
1499,0,test
1500,0,test
1501,0,train
1502,0,calib
1503,0,calib
1504,0,train
1505,0,calib
1506,0,test
1507,0,train
1508,0,test
1509,0,train
1510,0,train
1511,0,train
1512,0,train
1513,0,train
1514,0,test
1515,0,train
1516,0,train
1517,0,train
1518,0,test
1519,0,train
1520,0,calib
1521,0,test
1522,0,train
1523,0,calib
1524,0,train
1525,0,train
1526,0,train
1527,0,calib
1528,0,test
1529,0,test
1530,0,calib
1531,0,test
1532,0,train
1533,0,test
1534,0,train
1535,0,train
1536,0,train
1537,0,calib
1538,0,calib
1539,0,train
1540,0,test
1541,0,test
1542,0,calib
1543,0,train
1544,0,test
1545,0,train
1546,0,calib
1547,0,train
1548,0,test
1549,0,train
1550,0,calib
1551,0,train
1552,0,calib
1553,0,train
1554,0,calib
1555,0,calib
1556,0,train
1557,0,train
1558,0,calib
1559,0,test
1560,0,calib
1561,0,test
1562,0,test
1563,0,test
1564,0,train
1565,0,calib
1566,0,test
1567,0,calib
1568,0,train
1569,0,train
1570,0,train
1571,0,calib
1572,0,test
1573,0,test
1574,0,train
1575,0,test
1576,0,train
1577,0,train
1578,0,train
1579,0,train
1580,0,train
1581,0,train
1582,0,train
1583,0,train
1584,0,test
1585,0,train
1586,0,train
1587,0,train
1588,0,calib
1589,0,train
1590,0,test
1591,0,train
1592,0,train
1593,0,train
1594,0,calib
1595,0,test
1596,0,train
1597,0,calib
1598,0,train
1599,0,test
