row,y,split
288,1,train
289,1,test
290,1,train
291,1,calib
292,1,calib
293,1,train
294,1,test
295,1,test
296,1,train
297,1,train
298,1,train
299,1,train
300,0,train
301,1,train
302,0,train
303,0,calib
304,1,train
305,1,train
306,1,train
307,1,calib
308,0,train
309,0,calib
310,1,test
311,0,train
312,1,calib
313,0,calib
314,1,train
315,1,train
316,1,test
317,1,train
318,1,calib
319,1,train
320,1,train
321,1,train
322,1,test
323,1,test
324,1,train
325,1,train
326,1,train
327,0,train
328,1,test
329,1,train
330,1,train
331,1,calib
332,1,train
333,1,calib
334,1,train
335,1,train
336,1,calib
337,1,test
338,1,train
339,1,train
340,1,train
341,0,test
342,0,train
343,1,train
344,1,calib
345,1,calib
346,1,test
347,1,train
348,1,train
349,1,test
350,0,train
351,1,calib
352,0,train
353,1,train
354,0,calib
355,0,calib
356,1,calib
357,0,train
358,1,calib
359,1,calib
360,1,calib
361,0,test
362,1,test
363,0,train
364,1,train
365,1,test
366,1,train
367,1,train
368,0,train
369,1,train
370,1,train
371,1,calib
372,0,calib
373,1,train
374,1,train
375,1,train
376,1,train
377,1,calib
378,1,calib
379,1,train
380,1,train
381,1,train
382,1,test
383,1,train
384,1,train
385,1,train
386,1,calib
387,0,train
388,1,train
389,1,test
390,0,train
391,1,train
392,1,train
393,0,train
394,1,test
395,1,test
396,1,train
397,1,test
398,0,train
399,0,test
400,1,calib
401,1,test
402,0,train
403,1,train
404,1,train
405,0,train
406,1,train
407,1,calib
408,0,calib
409,1,test
410,1,test
411,1,train
412,1,train
413,0,train
414,1,train
415,0,test
416,1,test
417,1,train
418,1,train
419,1,train
420,1,train
421,1,test
422,0,train
423,1,calib
424,1,test
425,1,train
426,1,test
427,1,train
428,0,calib
429,1,train
430,1,calib
431,1,test
432,1,train
433,0,train
434,1,train
435,0,calib
436,1,train
437,1,train
438,1,train
439,1,train
440,1,calib
441,1,train
442,1,test
443,0,train
444,1,train
445,1,test
446,1,test
447,1,train
448,1,train
449,1,train
450,1,train
451,0,calib
452,0,train
453,0,train
454,0,calib
455,0,train
456,1,calib
457,1,train
458,1,train
459,1,test
460,1,train
461,1,train
462,1,train
463,1,train
464,1,calib
465,1,calib
466,1,calib
467,1,train
468,0,calib
469,0,calib
470,0,train
471,1,train
472,1,calib
473,1,train
474,1,test
475,1,train
476,1,train
477,1,test
478,1,train
479,1,calib
480,1,train
481,1,train
482,1,train
483,1,calib
484,1,calib
485,1,calib
486,1,train
487,1,train
488,1,train
489,0,train
490,1,train
491,1,calib
492,1,train
493,1,train
494,1,train
495,1,train
496,1,train
497,1,train
498,1,train
499,1,train
500,1,train
501,1,train
502,1,test
503,1,test
504,1,calib
505,1,train
506,1,test
507,1,train
508,1,train
509,1,test
510,1,calib
511,1,train
512,1,train
513,0,calib
514,1,train
515,1,train
516,1,train
517,1,train
518,1,train
519,0,train
520,0,train
521,0,test
522,1,train
523,0,train
524,0,test
525,1,test
526,0,train
527,1,train
528,1,train
529,1,train
530,1,train
531,1,train
532,1,train
533,0,train
534,0,calib
535,1,train
536,1,train
537,1,train
538,1,calib
539,1,train
540,1,calib
541,1,train
542,1,test
543,1,train
544,1,train
545,1,train
546,1,train
547,1,train
548,1,calib
549,1,train
550,1,calib
551,1,train
552,1,train
553,1,train
554,0,train
555,1,train
556,1,calib
557,1,train
558,1,calib
559,1,test
560,1,test
561,0,test
562,0,train
563,1,test
564,0,train
565,1,calib
566,1,test
567,1,test
568,1,train
569,1,train
570,1,test
571,1,train
572,1,train
573,0,train
574,1,test
575,0,train
576,1,train
577,1,train
578,1,test
579,1,test
580,0,train
581,0,train
582,1,test
583,1,test
584,1,train
585,1,train
586,1,calib
587,1,calib
588,0,test
589,1,train
590,1,test
591,1,test
592,0,test
593,0,train
594,1,train
595,1,train
596,1,calib
597,0,train
598,1,test
599,1,train
600,1,train
601,1,test
602,1,train
603,1,train
604,1,train
605,1,calib
606,0,test
607,1,train
608,1,calib
609,1,train
610,1,calib
611,1,train
612,1,train
613,1,train
614,1,train
615,1,train
616,1,train
617,1,test
618,1,train
619,0,calib
620,1,train
621,1,train
622,1,test
623,1,train
624,1,test
625,1,calib
626,0,test
627,1,train
628,0,calib
629,0,train
630,1,train
631,1,test
632,0,calib
633,0,test
634,1,train
635,1,train
636,1,calib
637,0,train
638,1,train
639,0,calib
640,1,train
641,1,test
642,1,train
643,0,train
644,1,train
645,0,train
646,1,train
647,1,calib
648,1,train
649,0,calib
650,1,test
651,1,train
652,0,train
653,1,calib
654,1,calib
655,1,train
656,1,train
657,1,calib
658,1,train
659,0,train
660,0,calib
661,1,calib
662,1,train
663,1,train
664,1,train
665,0,train
666,1,calib
667,0,test
668,1,train
669,1,train
670,1,test
671,1,train
672,1,train
673,0,train
674,0,calib
675,1,test
676,1,train
677,1,test
678,1,test
679,1,train
680,1,train
681,0,calib
682,0,train
683,1,train
684,1,calib
685,1,calib
686,1,train
687,1,test
688,1,train
689,1,calib
690,1,test
691,1,train
692,1,train
693,1,calib
694,1,calib
695,1,train
696,0,train
697,0,calib
698,1,test
699,1,train
700,1,train
701,1,train
702,1,train
703,1,train
704,0,train
705,0,train
706,1,train
707,1,train
708,1,train
709,1,train
710,1,train
711,1,train
712,1,train
713,1,train
714,1,train
715,1,calib
716,1,train
717,1,train
718,1,test
719,0,test
720,1,test
721,1,train
722,1,train
723,0,test
724,0,test
725,0,calib
726,1,train
727,1,train
728,1,train
729,0,test
730,1,test
731,1,train
732,1,train
733,1,train
734,1,train
735,1,calib
736,1,calib
737,1,train
738,1,train
739,0,train
740,1,train
741,1,train
742,0,calib
743,1,test
744,1,train
745,0,calib
746,0,train
747,1,train
748,1,test
749,1,calib
750,0,train
751,1,train
752,1,train
753,1,train
754,1,train
755,1,test
756,0,calib
757,1,test
758,0,train
759,1,calib
760,1,train
761,0,train
762,1,calib
763,0,train
764,0,train
765,1,train
766,1,train
767,1,test
768,1,test
769,1,train
770,1,train
771,1,train
772,1,test
773,0,test
774,1,test
775,1,train
776,1,train
777,1,train
778,0,calib
779,1,train
780,1,train
781,1,train
782,0,train
783,1,calib
784,0,train
785,1,calib
786,1,train
787,1,train
788,1,calib
789,1,train
790,0,calib
791,1,train
792,1,train
793,1,calib
794,0,train
795,1,train
796,1,calib
797,1,train
798,0,train
799,0,train
800,1,train
801,1,calib
802,1,calib
803,1,test
804,1,train
805,0,train
806,1,train
807,0,train
808,0,train
809,1,train
810,1,train
811,1,train
812,1,test
813,1,train
814,1,train
815,1,train
816,1,train
817,0,train
818,1,calib
819,0,train
820,1,train
821,1,train
822,1,test
823,1,train
824,1,train
825,0,calib
826,1,train
827,1,train
828,1,train
829,1,test
830,1,calib
831,0,train
832,1,train
833,1,test
834,1,calib
835,1,train
836,1,train
837,0,train
838,1,train
839,1,train
840,1,train
841,1,train
842,0,calib
843,1,train
844,0,calib
845,1,test
846,1,test
847,0,train
848,1,train
849,1,train
850,0,train
851,1,test
852,1,train
853,1,calib
854,0,test
855,1,calib
856,1,train
857,0,train
858,1,train
859,0,calib
860,1,train
861,1,test
862,1,train
863,1,train
864,1,test
865,1,train
866,1,train
867,1,test
868,0,test
869,1,train
870,0,train
871,1,train
872,0,train
873,0,train
874,1,calib
875,0,train
876,1,train
877,1,train
878,0,train
879,1,test
880,1,train
881,0,test
882,1,train
883,0,calib
884,1,train
885,1,test
886,1,test
887,1,test
888,1,calib
889,1,train
890,1,train
891,1,train
892,1,train
893,0,calib
894,0,train
895,1,train
896,1,test
897,1,train
898,0,calib
899,1,train
900,1,train
901,1,calib
902,1,train
903,1,train
904,1,train
905,1,test
906,1,train
907,1,train
908,1,train
909,1,calib
910,1,train
911,1,test
912,1,train
913,1,train
914,1,test
915,0,calib
916,1,calib
917,0,train
918,1,train
919,1,calib
920,1,test
921,1,calib
922,1,test
923,1,test
924,1,train
925,1,train
926,1,train
927,0,train
928,1,test
929,1,calib
930,1,train
931,1,train
932,1,calib
933,1,train
934,0,train
935,0,test
936,1,train
937,0,train
938,1,train
939,0,calib
940,1,test
941,1,calib
942,0,train
943,1,train
944,1,train
945,1,train
946,1,calib
947,0,calib
948,1,test
949,1,test
950,0,test
951,0,train
952,1,calib
953,1,calib
954,1,calib
955,1,train
956,0,train
957,1,test
958,0,train
959,0,train
960,1,train
961,1,train
962,1,test
963,1,calib
964,1,train
965,1,train
966,0,test
967,1,calib
968,0,calib
969,1,calib
970,0,train
971,1,train
972,0,calib
973,1,train
974,1,train
975,1,train
976,1,train
977,0,train
978,1,train
979,1,train
980,1,train
981,1,train
982,1,calib
983,1,test
984,0,train
985,1,calib
986,1,train
987,1,train
988,1,train
989,1,calib
990,1,calib
991,1,train
992,1,train
993,0,calib
994,1,test
995,0,train
996,1,train
997,0,train
998,1,train
999,0,test
1000,1,train
1001,0,test
1002,0,calib
1003,1,train
1004,1,train
1005,1,calib
1006,1,train
1007,0,train
1008,0,calib
1009,1,train
1010,1,train
1011,1,train
1012,0,test
1013,0,train
1014,1,train
1015,1,train
1016,0,train
1017,1,train
1018,1,calib
1019,1,test
1020,1,calib
1021,0,train
1022,1,calib
1023,1,train
1024,1,test
1025,1,test
1026,1,test
1027,0,train
1028,1,calib
1029,1,train
1030,1,train
1031,1,train
1032,1,train
1033,1,calib
1034,1,train
1035,1,calib
1036,1,train
1037,1,train
1038,1,train
1039,1,train
1040,1,train
1041,1,test
1042,1,train
1043,0,train
1044,1,train
1045,1,test
1046,1,test
1047,1,calib
1048,1,test
1049,0,train
1050,1,test
1051,0,train
1052,0,train
1053,0,train
1054,1,train
1055,1,train
1056,1,calib
1057,1,calib
1058,0,calib
1059,0,train
1060,1,test
1061,1,test
1062,1,train
1063,1,train
1064,0,train
1065,1,train
1066,0,calib
1067,1,calib
1068,1,test
1069,1,calib
1070,1,train
1071,0,train
1072,0,train
1073,0,calib
1074,1,train
1075,1,train
1076,1,train
1077,1,train
1078,1,train
1079,0,train
1080,1,train
1081,1,test
1082,1,train
1083,0,train
1084,1,train
1085,1,train
1086,1,train
1087,1,train
1088,0,train
1089,1,test
1090,0,train
1091,0,calib
1092,1,train
1093,1,test
1094,1,test
1095,1,train
1096,1,train
1097,1,test
1098,0,calib
1099,1,train
1100,1,train
1101,0,train
1102,1,test
1103,1,test
1104,0,calib
1105,1,train
1106,1,calib
1107,1,test
1108,0,calib
1109,1,test
1110,0,train
1111,0,test
1112,1,train
1113,1,train
1114,1,test
1115,0,calib
1116,1,train
1117,1,train
1118,0,calib
1119,1,train
1120,1,test
1121,1,train
1122,1,train
1123,1,train
1124,1,train
1125,1,calib
1126,0,test
1127,1,train
1128,1,train
1129,1,calib
1130,1,calib
1131,1,test
1132,1,train
1133,1,train
1134,1,train
1135,0,train
1136,0,train
1137,0,test
1138,1,train
1139,1,train
1140,1,calib
1141,1,train
1142,1,train
1143,1,train
1144,1,train
1145,0,train
1146,1,train
1147,1,test
1148,0,train
1149,0,train
1150,1,test
1151,1,calib
1152,1,train
1153,1,calib
1154,1,calib
1155,1,test
1156,0,train
1157,0,calib
1158,1,train
1159,1,calib
1160,1,test
1161,1,train
1162,0,calib
1163,0,test
1164,0,train
1165,1,calib
1166,0,calib
1167,1,train
1168,1,test
1169,1,train
1170,1,calib
1171,1,train
1172,0,train
1173,1,calib
1174,1,train
1175,0,test
1176,1,train
1177,0,test
1178,1,train
1179,1,calib
1180,0,train
1181,0,test
1182,1,train
1183,1,train
1184,1,calib
1185,1,train
1186,1,train
1187,1,test
1188,1,test
1189,1,test
1190,1,train
1191,0,test
1192,1,train
1193,1,test
1194,1,calib
1195,1,test
1196,1,train
1197,1,calib
1198,1,test
1199,1,train
1200,0,train
1201,0,train
1202,1,train
1203,0,test
1204,1,calib
1205,0,train
1206,1,train
1207,0,calib
1208,1,calib
1209,1,calib
1210,0,train
1211,1,test
1212,1,train
1213,0,train
1214,1,calib
1215,0,train
1216,0,calib
1217,1,train
1218,1,test
1219,0,train
1220,0,train
1221,1,train
1222,1,train
1223,1,test
1224,0,test
1225,1,train
1226,0,train
1227,1,train
1228,1,train
1229,1,test
1230,0,train
1231,1,calib
1232,1,train
1233,1,calib
1234,1,train
1235,1,test
1236,1,train
1237,1,train
1238,1,test
1239,1,train
1240,0,train
1241,1,train
1242,1,train
1243,0,calib
1244,1,train
1245,1,train
1246,0,train
1247,1,calib
1248,1,calib
1249,1,test
1250,0,test
1251,1,test
1252,1,calib
1253,1,test
1254,1,calib
1255,1,calib
1256,1,train
1257,0,train
1258,0,train
1259,1,test
1260,1,train
1261,0,train
1262,1,train
1263,1,train
1264,1,train
1265,1,train
1266,0,train
1267,1,calib
1268,1,train
1269,1,test
1270,1,calib
1271,1,train
1272,1,train
1273,1,test
1274,1,test
1275,0,test
1276,0,train
1277,0,train
1278,1,train
1279,1,calib
1280,1,train
1281,0,train
1282,0,calib
1283,1,calib
1284,0,calib
1285,1,test
1286,0,train
1287,1,train
1288,1,train
1289,1,calib
1290,1,test
1291,1,train
1292,1,test
1293,1,train
1294,1,calib
1295,1,train
1296,1,train
1297,1,calib
1298,1,train
1299,1,train
1300,1,test
1301,1,calib
1302,0,calib
1303,1,calib
1304,1,train
1305,0,train
1306,1,train
1307,1,train
1308,1,train
1309,0,calib
1310,1,test
1311,1,train
1312,1,train
1313,1,test
1314,0,train
1315,1,train
1316,0,train
1317,1,train
1318,0,train
1319,0,train
1320,1,train
1321,1,train
1322,0,train
1323,0,train
1324,0,test
1325,1,train
1326,1,test
1327,0,train
1328,1,train
1329,1,calib
1330,1,train
1331,1,train
1332,1,train
1333,1,calib
1334,0,train
1335,1,calib
1336,1,calib
1337,0,train
1338,1,train
1339,1,train
1340,1,train
1341,1,test
1342,1,test
1343,1,calib
1344,1,calib
1345,1,train
1346,0,train
1347,1,train
1348,0,calib
1349,1,train
1350,0,train
1351,0,train
1352,1,train
1353,1,train
1354,1,train
1355,0,calib
1356,1,test
1357,1,calib
1358,1,test
1359,1,train
1360,1,train
1361,0,test
1362,1,test
1363,1,test
1364,1,train
1365,1,calib
1366,1,train
1367,1,train
1368,0,train
1369,1,test
1370,1,test
1371,1,train
1372,1,train
1373,1,train
1374,1,train
1375,1,train
1376,1,train
1377,1,calib
1378,0,train
1379,1,train
1380,1,test
1381,1,train
1382,1,train
1383,1,calib
1384,1,test
1385,1,train
1386,1,test
1387,0,test
1388,1,train
1389,1,calib
1390,1,train
1391,0,test
1392,1,train
1393,1,test
1394,1,train
1395,0,train
1396,1,train
1397,1,train
1398,1,train
1399,0,train
1400,1,train
1401,1,train
1402,1,train
1403,1,train
1404,1,test
1405,0,train
1406,1,train
1407,0,train
1408,1,train
1409,1,test
1410,1,train
1411,1,train
1412,0,train
1413,0,train
1414,1,train
1415,1,calib
1416,1,train
1417,0,train
1418,0,calib
1419,1,train
1420,1,train
1421,1,test
1422,1,calib
1423,1,calib
1424,1,train
1425,1,calib
1426,0,test
1427,1,train
1428,1,train
1429,0,train
1430,1,test
1431,1,calib
1432,0,calib
1433,1,test
1434,1,train
1435,1,train
1436,1,train
1437,0,train
1438,1,test
1439,0,train
1440,1,train
1441,1,train
1442,0,train
1443,1,test
1444,0,train
1445,1,calib
1446,1,train
1447,1,train
1448,0,train
1449,0,train
1450,1,calib
1451,1,test
1452,1,train
1453,0,train
1454,0,test
1455,1,train
1456,1,test
1457,1,calib
1458,1,train
1459,0,train
1460,0,train
1461,1,calib
1462,0,train
1463,0,train
1464,1,train
1465,1,train
1466,1,train
1467,1,test
1468,1,calib
1469,0,train
1470,0,train
1471,1,train
1472,1,train
1473,1,test
1474,1,train
1475,1,train
1476,1,train
1477,1,train
1478,1,test
1479,1,train
1480,1,train
1481,0,calib
1482,0,train
1483,1,train
1484,0,calib
1485,1,train
1486,1,test
1487,1,train
1488,1,train
1489,0,train
1490,1,train
1491,1,test
1492,0,test
1493,0,calib
1494,1,train
1495,0,train
1496,0,train
1497,1,train
1498,0,calib
1499,1,train
1500,0,calib
1501,1,calib
1502,1,train
1503,0,train
1504,1,calib
1505,1,calib
1506,1,test
1507,1,train
1508,1,test
1509,1,train
1510,1,test
1511,0,train
1512,0,train
1513,1,calib
1514,0,calib
1515,1,train
1516,0,train
1517,1,train
1518,1,train
1519,1,train
1520,1,train
1521,1,calib
1522,1,train
1523,1,calib
1524,1,train
1525,1,train
1526,1,test
1527,1,test
1528,0,train
1529,1,calib
1530,1,test
1531,0,calib
1532,0,calib
1533,0,train
1534,1,test
1535,1,calib
1536,1,train
1537,1,calib
1538,1,calib
1539,1,train
1540,1,calib
1541,1,calib
1542,1,calib
1543,1,train
1544,1,train
1545,1,calib
1546,1,train
1547,1,test
1548,0,train
1549,1,train
1550,1,train
1551,1,test
1552,1,train
1553,1,train
1554,0,train
1555,1,calib
1556,1,train
1557,1,train
1558,1,test
1559,1,train
1560,1,test
1561,1,test
1562,0,test
1563,1,test
1564,1,train
1565,1,train
1566,1,test
1567,1,train
1568,1,train
1569,1,calib
1570,1,train
1571,0,test
1572,1,train
1573,1,train
1574,1,test
1575,1,train
1576,1,train
1577,1,train
1578,1,train
1579,1,test
1580,0,test
1581,1,test
1582,1,train
1583,0,train
1584,1,train
1585,0,train
1586,1,calib
1587,1,train
1588,1,test
1589,1,train
1590,1,train
1591,1,train
1592,1,test
1593,0,train
1594,1,train
1595,0,train
1596,1,train
1597,1,train
1598,1,test
1599,1,train
1600,1,test
1601,1,train
1602,1,train
1603,0,train
1604,1,train
1605,1,train
1606,1,train
1607,1,test
1608,1,train
1609,1,train
1610,1,calib
1611,0,train
1612,0,train
1613,0,train
1614,1,calib
1615,0,calib
1616,0,train
1617,1,test
1618,1,calib
1619,1,train
1620,0,train
1621,0,train
1622,1,train
1623,1,test
1624,1,train
1625,0,train
1626,1,calib
1627,0,train
1628,1,test
1629,1,test
1630,1,test
1631,1,test
1632,0,calib
1633,1,test
1634,1,train
1635,0,calib
1636,1,train
1637,1,test
1638,0,calib
1639,0,test
1640,1,calib
1641,0,calib
1642,0,train
1643,0,train
1644,1,train
1645,0,train
1646,1,test
1647,1,calib
1648,0,train
1649,1,train
1650,1,train
1651,1,train
1652,1,train
1653,1,train
1654,0,train
1655,0,test
1656,1,train
1657,1,calib
1658,1,train
1659,1,train
1660,1,test
1661,0,test
1662,1,test
1663,1,train
1664,1,train
1665,1,test
1666,0,train
1667,1,calib
1668,1,train
1669,0,train
1670,0,calib
1671,1,train
1672,1,calib
1673,1,test
1674,0,calib
1675,1,train
1676,0,test
1677,1,test
1678,1,train
1679,1,train
1680,1,train
1681,1,test
1682,0,train
1683,1,train
1684,1,calib
1685,0,train
1686,1,test
1687,0,train
1688,1,train
1689,0,train
1690,1,train
1691,1,train
1692,1,train
1693,0,train
1694,1,calib
1695,0,train
1696,1,calib
1697,1,calib
1698,1,test
1699,1,train
1700,1,train
1701,1,calib
1702,1,calib
1703,1,train
1704,1,calib
1705,1,train
1706,0,calib
1707,1,train
1708,1,calib
1709,0,train
1710,1,calib
1711,1,train
1712,1,train
1713,0,train
1714,1,calib
1715,1,test
1716,1,train
1717,0,calib
1718,0,calib
1719,1,calib
1720,1,train
1721,1,calib
1722,0,train
1723,0,train
1724,1,test
1725,1,calib
1726,0,train
1727,1,train
1728,0,train
1729,1,train
1730,1,calib
1731,1,train
1732,1,train
1733,1,train
1734,1,train
1735,0,train
1736,1,calib
1737,1,train
1738,0,train
1739,1,train
1740,0,test
1741,1,train
1742,1,calib
1743,1,train
1744,1,test
1745,1,train
1746,1,train
1747,1,train
1748,1,test
1749,1,train
1750,1,train
1751,1,train
1752,1,train
1753,1,test
1754,0,train
1755,1,train
1756,1,test
1757,1,train
1758,1,train
1759,1,train
1760,0,train
1761,1,calib
1762,1,test
1763,1,calib
1764,0,test
1765,0,calib
1766,1,train
1767,1,train
1768,1,train
1769,0,test
1770,1,train
1771,0,calib
1772,0,train
1773,1,train
1774,0,train
1775,1,test
1776,1,train
1777,1,train
1778,1,train
1779,0,train
1780,0,train
1781,1,train
1782,1,train
1783,0,test
1784,1,calib
1785,0,test
1786,0,train
1787,0,train
1788,1,test
1789,1,test
1790,1,test
1791,1,calib
1792,1,train
1793,1,train
1794,1,calib
1795,0,train
1796,1,train
1797,1,test
1798,0,calib
1799,1,train
1800,1,train
1801,1,train
1802,1,test
1803,0,train
1804,1,train
1805,1,train
1806,1,train
1807,1,test
1808,1,train
1809,1,train
1810,1,calib
1811,0,calib
1812,0,train
1813,1,train
1814,0,test
1815,1,train
1816,1,test
1817,1,train
1818,1,calib
1819,0,train
1820,1,calib
1821,1,train
1822,1,train
1823,1,train
1824,0,calib
1825,0,calib
1826,0,train
1827,1,train
1828,1,calib
1829,1,train
1830,1,train
1831,1,calib
1832,1,test
1833,1,calib
1834,1,calib
1835,1,train
1836,1,train
1837,1,test
1838,1,train
1839,1,train
1840,1,train
1841,1,calib
1842,1,train
1843,1,test
1844,1,train
1845,1,train
1846,1,calib
1847,1,train
1848,1,train
1849,0,train
1850,1,train
1851,1,calib
1852,1,train
1853,1,train
1854,1,calib
1855,1,train
1856,1,train
1857,1,calib
1858,1,train
1859,0,calib
1860,1,calib
1861,1,train
1862,0,calib
1863,1,calib
1864,0,test
1865,1,train
1866,1,test
1867,1,train
1868,1,test
1869,0,train
1870,1,test
1871,1,test
1872,0,train
1873,1,calib
1874,1,train
1875,0,calib
1876,0,calib
1877,1,train
1878,1,train
1879,1,train
1880,1,train
1881,0,train
1882,0,train
1883,1,train
1884,1,test
1885,1,calib
1886,1,calib
1887,0,train
1888,1,test
1889,1,calib
1890,1,calib
1891,1,train
1892,1,calib
1893,0,train
1894,1,train
1895,0,calib
1896,1,train
1897,1,train
1898,1,train
1899,1,train
1900,1,calib
1901,1,train
1902,1,train
1903,1,test
1904,0,calib
1905,0,train
1906,1,calib
1907,1,train
1908,1,train
1909,1,train
1910,1,train
1911,1,train
1912,1,train
1913,1,calib
1914,1,calib
1915,0,train
1916,1,test
1917,1,train
1918,1,test
1919,1,train
1920,1,train
1921,0,train
1922,0,calib
1923,1,train
1924,1,test
1925,0,train
1926,1,train
1927,1,train
1928,1,test
1929,1,train
1930,1,train
1931,1,train
1932,1,train
1933,0,train
1934,1,calib
1935,1,train
1936,1,test
1937,1,train
1938,0,calib
1939,1,train
1940,1,test
1941,1,test
1942,1,train
1943,0,test
1944,1,test
1945,0,calib
1946,1,train
1947,1,train
1948,1,test
1949,0,train
1950,1,calib
1951,1,train
1952,1,test
1953,1,train
1954,1,train
1955,1,test
1956,1,train
1957,1,train
1958,1,train
1959,0,calib
1960,1,train
1961,0,test
1962,0,train
1963,0,train
1964,1,train
1965,1,train
1966,1,calib
1967,1,train
1968,1,train
1969,0,train
1970,1,train
1971,1,train
1972,0,calib
1973,1,calib
1974,1,train
1975,0,train
1976,1,train
1977,1,calib
1978,0,test
1979,1,train
1980,1,calib
1981,0,train
1982,1,train
1983,0,train
1984,0,train
1985,1,test
1986,0,calib
1987,1,train
1988,1,train
1989,1,test
1990,1,train
1991,1,train
1992,0,train
1993,1,train
1994,0,test
1995,1,test
1996,0,test
1997,1,test
1998,0,train
1999,1,train
2000,1,train
2001,1,train
2002,1,test
2003,0,train
2004,1,test
2005,1,test
2006,1,train
2007,1,train
2008,1,calib
2009,1,train
2010,1,train
2011,1,train
2012,1,calib
2013,1,train
2014,1,train
2015,1,train
2016,1,test
2017,1,train
2018,0,test
2019,1,calib
2020,1,calib
2021,1,calib
2022,1,test
2023,1,test
2024,1,calib
2025,1,calib
2026,0,train
2027,1,test
2028,1,train
2029,1,train
2030,0,calib
2031,0,train
2032,1,test
2033,1,train
2034,1,train
2035,1,test
2036,1,train
2037,1,test
2038,1,train
2039,0,calib
2040,1,test
2041,1,test
2042,1,train
2043,0,train
2044,1,train
2045,1,train
2046,1,train
2047,1,train
2048,0,train
2049,1,test
2050,1,train
2051,0,train
2052,1,calib
2053,1,train
2054,1,test
2055,1,test
2056,0,test
2057,1,train
2058,1,calib
2059,1,train
2060,1,calib
2061,1,train
2062,1,train
2063,0,test
2064,1,train
2065,1,train
2066,0,train
2067,1,train
2068,0,test
2069,1,train
2070,1,train
2071,1,train
2072,1,test
2073,0,train
2074,0,train
2075,1,train
2076,1,train
2077,1,train
2078,1,test
2079,1,train
2080,1,train
