row,y,split
237,1,train
238,1,train
239,1,train
240,1,train
241,1,train
242,1,train
243,1,train
244,1,train
245,1,test
246,1,test
247,1,train
248,1,train
249,1,test
250,0,test
251,1,train
252,1,train
253,1,train
254,1,test
255,1,test
256,1,train
257,1,train
258,1,train
259,2,test
260,0,train
261,1,train
262,1,train
263,1,test
264,1,train
265,1,calib
266,0,calib
267,1,test
268,1,train
269,1,train
270,1,train
271,1,train
272,1,train
273,1,train
274,1,calib
275,1,calib
276,1,calib
277,1,train
278,1,test
279,1,train
280,1,train
281,1,train
282,2,test
283,1,calib
284,1,train
285,1,calib
286,1,test
287,1,calib
288,1,calib
289,1,train
290,0,calib
291,1,calib
292,1,calib
293,1,train
294,0,calib
295,1,calib
296,1,train
297,1,test
298,1,calib
299,1,calib
300,1,test
301,1,test
302,1,test
303,1,train
304,0,train
305,1,train
306,2,train
307,1,test
308,1,calib
309,1,train
310,1,calib
311,1,test
312,1,train
313,1,train
314,1,train
315,1,train
316,1,calib
317,1,train
318,1,train
319,1,calib
320,1,train
321,1,train
322,1,calib
323,1,calib
324,1,train
325,1,calib
326,1,train
327,1,train
328,1,train
329,1,train
330,2,train
331,1,test
332,1,train
333,1,train
334,1,train
335,1,train
336,1,train
337,1,test
338,1,train
339,1,test
340,1,train
341,1,calib
342,1,calib
343,1,train
344,1,train
345,1,train
346,0,calib
347,1,calib
348,1,calib
349,1,test
350,1,train
351,1,train
352,1,train
353,1,calib
354,1,train
355,1,train
356,1,train
357,1,test
358,1,train
359,1,test
360,1,calib
361,1,test
362,1,calib
363,1,train
364,1,calib
365,1,train
366,1,train
367,1,train
368,2,calib
369,1,train
370,1,train
371,2,train
372,1,test
373,1,train
374,0,test
375,1,test
376,1,train
377,1,calib
378,1,train
379,0,test
380,1,test
381,1,calib
382,1,train
383,0,train
384,1,calib
385,1,train
386,1,test
387,1,train
388,1,train
389,1,train
390,1,train
391,1,train
392,1,calib
393,1,test
394,0,test
395,1,train
396,1,train
397,1,calib
398,1,train
399,1,train
400,0,calib
401,1,train
402,1,train
403,1,train
404,1,calib
405,1,train
406,2,train
407,1,train
408,1,train
409,2,train
410,1,train
411,0,train
412,1,train
413,1,test
414,1,train
415,1,test
416,1,train
417,0,train
418,1,train
419,1,calib
420,2,train
421,0,calib
422,1,train
423,1,calib
424,1,train
425,1,calib
426,1,test
427,1,train
428,1,train
429,1,train
430,1,train
431,1,train
432,1,train
433,1,test
434,1,test
435,1,test
436,1,train
437,1,train
438,1,train
439,0,train
440,1,train
441,1,test
442,1,calib
443,1,train
444,1,train
445,1,train
446,0,calib
447,1,test
448,1,train
449,1,train
450,1,train
451,1,calib
452,1,train
453,1,train
454,0,train
455,1,train
456,1,test
457,1,calib
458,1,train
459,1,train
460,1,test
461,1,test
462,1,calib
463,1,train
464,1,train
465,1,train
466,1,train
467,1,train
468,0,train
469,1,train
470,1,test
471,1,train
472,1,train
473,1,train
474,1,train
475,1,train
476,1,calib
477,1,train
478,1,train
479,1,calib
480,1,train
481,1,test
482,1,train
483,1,test
484,1,train
485,1,test
486,1,train
487,1,test
488,1,test
489,1,test
490,1,train
491,1,train
492,1,train
493,1,train
494,1,calib
495,1,train
496,1,train
497,1,train
498,0,test
499,1,train
500,1,train
501,1,test
502,1,calib
503,1,train
504,1,train
505,1,test
506,1,train
507,1,calib
508,1,train
509,1,train
510,0,train
511,1,train
512,1,calib
513,1,test
514,1,calib
515,1,train
516,1,test
517,1,calib
518,1,train
519,1,train
520,1,train
521,2,train
522,1,train
523,1,train
524,1,train
525,0,calib
526,1,train
527,1,train
528,1,train
529,2,train
530,1,train
531,1,train
532,1,calib
533,1,train
534,1,train
535,1,train
536,1,train
537,1,calib
538,1,calib
539,1,calib
540,1,train
541,1,train
542,1,calib
543,1,test
544,1,calib
545,1,train
546,1,calib
547,0,train
548,1,test
549,1,train
550,0,train
551,1,train
552,1,test
553,1,train
554,1,train
555,1,train
556,1,train
557,1,test
558,1,test
559,1,train
560,1,train
561,1,train
562,1,test
563,2,calib
564,1,train
565,1,train
566,1,test
567,1,train
568,1,train
569,1,train
570,1,test
571,1,train
572,1,train
573,1,train
574,1,train
575,1,test
576,1,train
577,1,train
578,1,train
579,1,calib
580,1,train
581,1,calib
582,1,train
583,1,test
584,1,train
585,1,train
586,0,train
587,1,train
588,1,calib
589,1,train
590,1,train
591,1,train
592,0,test
593,1,train
594,1,train
595,1,test
596,1,test
597,1,calib
598,1,test
599,1,train
600,1,train
601,1,calib
602,1,train
603,0,calib
604,1,test
605,1,train
606,0,train
607,1,test
608,1,calib
609,1,train
610,1,test
611,1,calib
612,1,test
613,1,train
614,1,calib
615,1,train
616,1,test
617,1,train
618,1,train
619,1,calib
620,1,test
621,1,train
622,1,train
623,1,train
624,1,train
625,1,test
626,1,train
627,1,calib
628,1,train
629,1,train
630,1,train
631,1,train
632,1,calib
633,1,train
634,0,train
635,1,train
636,1,train
637,1,test
638,1,test
639,2,test
640,1,test
641,1,train
642,1,test
643,1,train
644,1,calib
645,1,calib
646,1,calib
647,0,train
648,1,train
649,1,train
650,0,train
651,1,train
652,1,train
653,1,calib
654,1,train
655,1,train
656,1,test
657,1,train
658,1,train
659,2,train
660,1,train
661,1,calib
662,1,calib
663,1,train
664,1,calib
665,1,train
666,0,train
667,2,calib
668,1,train
669,1,calib
670,1,train
671,2,train
672,1,test
673,1,train
674,1,test
675,1,test
676,1,test
677,1,train
678,1,train
679,0,test
680,1,calib
681,1,train
682,1,train
683,1,train
684,1,train
685,1,train
686,1,train
687,1,test
688,1,train
689,1,calib
690,1,test
691,1,train
692,1,train
693,1,calib
694,1,train
695,1,train
696,1,calib
697,1,test
698,1,train
699,1,calib
700,1,test
701,1,test
702,1,train
703,1,train
704,1,train
705,1,calib
706,1,train
707,1,train
708,1,train
709,1,train
710,1,train
711,1,test
712,1,test
713,1,train
714,1,train
715,1,train
716,1,test
717,1,test
718,1,train
719,1,test
720,1,train
721,1,test
722,1,train
723,1,train
724,1,train
725,1,calib
726,1,train
727,1,train
728,1,test
729,1,train
730,2,train
731,1,test
732,1,calib
733,1,train
734,1,train
735,1,calib
736,1,calib
737,1,train
738,1,train
739,1,train
740,1,test
741,0,test
742,1,train
743,1,train
744,1,test
745,1,train
746,1,train
747,1,calib
748,1,calib
749,1,train
750,1,train
751,1,calib
752,1,train
753,1,test
754,1,train
755,1,train
756,1,calib
757,1,test
758,1,train
759,1,train
760,1,train
761,1,train
762,1,train
763,0,train
764,1,train
765,1,train
766,0,test
767,1,test
768,1,train
769,1,calib
770,1,test
771,1,train
772,1,train
773,1,train
774,1,train
775,1,test
776,1,calib
777,0,train
778,1,calib
779,1,train
780,1,train
781,1,train
782,1,train
783,1,test
784,0,train
785,0,train
786,1,calib
787,1,calib
788,1,test
789,1,calib
790,2,test
791,1,train
792,1,calib
793,1,train
794,1,train
795,1,test
796,1,calib
797,1,test
798,1,test
799,1,train
800,2,train
801,1,train
802,1,calib
803,1,train
804,1,test
805,1,train
806,1,train
807,1,calib
808,1,train
809,1,train
810,1,train
811,1,train
812,0,calib
813,1,test
814,1,train
815,1,train
816,1,train
817,1,train
818,0,train
819,1,calib
820,1,calib
821,1,calib
822,1,train
823,1,test
824,1,train
825,1,calib
826,1,train
827,1,test
828,1,train
829,1,test
830,1,train
831,1,calib
832,1,calib
833,2,train
834,1,calib
835,1,train
836,1,calib
837,1,train
838,1,train
839,1,train
840,1,train
841,1,test
842,1,calib
843,1,train
844,1,calib
845,1,train
846,1,train
847,1,train
848,1,test
849,1,train
850,0,train
851,1,train
852,1,train
853,1,test
854,1,train
855,1,calib
856,1,train
857,1,train
858,1,test
859,1,train
860,1,train
861,1,train
862,0,train
863,0,train
864,1,train
865,1,train
866,1,test
867,0,train
868,1,train
869,1,train
870,1,train
871,1,train
872,1,train
873,1,test
874,1,train
875,1,calib
876,1,train
877,1,train
878,1,train
879,1,train
880,1,train
881,1,train
882,1,train
883,1,test
884,1,train
885,1,train
886,1,test
887,1,train
888,1,train
889,1,train
890,0,train
891,1,calib
892,1,train
893,1,train
894,1,train
895,1,train
896,1,calib
897,1,train
898,1,train
899,2,train
900,1,calib
901,0,train
902,1,calib
903,1,train
904,1,train
905,1,test
906,1,train
907,1,train
908,1,test
909,1,test
910,1,train
911,1,test
912,1,test
913,1,train
914,1,calib
915,1,train
916,1,train
917,1,calib
918,1,train
919,1,train
920,1,test
921,1,train
922,1,train
923,1,test
924,1,calib
925,1,train
926,1,calib
927,1,test
928,1,calib
929,1,test
930,1,train
931,1,train
932,1,train
933,1,train
934,1,train
935,0,calib
936,1,train
937,1,test
938,1,calib
939,1,test
940,1,test
941,1,calib
942,1,train
943,1,train
944,2,train
945,1,train
946,1,train
947,1,train
948,1,train
949,1,calib
950,1,calib
951,1,test
952,1,test
953,1,train
954,0,test
955,1,test
956,1,train
957,1,train
958,1,train
959,1,train
960,1,train
961,1,train
962,1,train
963,1,train
964,1,train
965,1,test
966,1,test
967,1,test
968,0,train
969,1,calib
970,1,train
971,1,train
972,1,train
973,1,calib
974,1,train
975,1,train
976,1,train
977,1,train
978,1,calib
979,1,train
980,0,train
981,1,train
982,1,calib
983,1,train
984,1,test
985,1,train
986,1,test
987,1,train
988,1,train
989,1,train
990,1,test
991,1,test
992,1,train
993,1,test
994,1,train
995,1,test
996,1,calib
997,1,train
998,1,test
999,1,train
1000,1,test
1001,1,train
1002,1,train
1003,1,calib
1004,1,test
1005,1,train
1006,1,train
1007,1,train
1008,1,calib
1009,1,calib
1010,1,test
1011,1,calib
1012,1,train
1013,1,test
1014,1,train
1015,1,calib
1016,1,test
1017,1,train
1018,1,test
1019,1,calib
1020,1,train
1021,1,train
1022,1,train
1023,0,calib
1024,1,train
1025,1,test
1026,1,train
1027,1,train
1028,1,train
1029,1,train
1030,1,train
1031,1,train
1032,2,train
1033,1,test
1034,1,test
1035,0,train
1036,1,calib
1037,1,train
1038,1,train
1039,1,train
1040,1,train
1041,1,train
1042,1,train
1043,1,test
1044,1,train
1045,1,train
1046,1,train
1047,1,train
1048,1,train
1049,1,test
1050,1,train
1051,1,train
1052,1,train
1053,1,train
1054,1,train
1055,1,train
1056,1,train
1057,0,train
1058,1,train
1059,1,train
1060,1,calib
1061,1,train
1062,1,train
1063,1,train
1064,1,train
1065,1,test
1066,1,train
1067,0,train
1068,1,test
1069,1,test
1070,1,test
1071,1,train
1072,1,calib
1073,0,test
1074,1,train
1075,1,train
1076,1,train
1077,1,train
1078,1,train
1079,1,train
1080,1,calib
1081,1,train
1082,1,train
1083,1,test
1084,1,train
1085,1,calib
1086,1,train
1087,1,test
1088,0,train
1089,1,train
1090,0,train
1091,1,train
1092,1,test
1093,1,train
1094,1,test
1095,1,test
1096,1,train
1097,1,train
1098,1,train
1099,2,train
1100,1,calib
1101,1,train
1102,1,train
1103,1,train
1104,1,train
1105,1,calib
1106,1,test
1107,1,train
1108,1,train
1109,1,test
1110,1,test
1111,1,train
1112,1,train
1113,1,train
1114,2,test
1115,1,test
1116,1,train
1117,1,calib
1118,1,train
1119,1,test
1120,1,train
1121,1,test
1122,1,train
1123,1,calib
1124,1,train
1125,2,calib
1126,1,train
1127,1,calib
1128,1,train
1129,1,calib
1130,1,test
1131,1,calib
1132,1,calib
1133,1,test
1134,1,calib
1135,1,train
1136,1,train
1137,1,train
1138,1,test
1139,1,train
1140,1,test
1141,1,train
1142,1,train
1143,1,train
1144,1,train
1145,1,calib
1146,1,train
1147,1,test
1148,1,test
1149,0,test
1150,1,test
1151,0,calib
1152,1,test
1153,1,test
1154,1,train
1155,1,train
1156,1,train
1157,1,train
1158,1,train
1159,1,train
1160,1,train
1161,1,train
1162,1,test
1163,1,train
1164,1,test
1165,2,test
1166,1,test
1167,0,test
1168,1,train
1169,1,train
1170,1,train
1171,1,train
1172,1,train
1173,1,train
1174,1,test
1175,1,calib
1176,1,test
1177,1,train
1178,1,calib
1179,1,train
1180,1,test
1181,0,calib
1182,1,test
1183,1,calib
1184,1,train
1185,1,test
1186,1,test
1187,1,train
1188,1,train
1189,1,train
1190,1,calib
1191,1,train
1192,1,test
1193,1,train
1194,1,train
1195,1,train
1196,1,train
1197,1,test
1198,1,calib
1199,1,test
1200,1,train
1201,1,test
1202,1,train
1203,0,calib
1204,1,train
1205,1,train
1206,1,test
1207,1,test
1208,1,train
1209,1,calib
1210,1,train
1211,1,train
1212,1,train
1213,1,train
1214,1,train
1215,1,train
1216,1,train
1217,1,train
1218,1,train
1219,1,train
1220,1,calib
1221,1,train
1222,0,train
1223,1,calib
1224,1,calib
1225,1,calib
1226,1,test
1227,1,test
1228,1,calib
1229,1,calib
1230,1,test
1231,1,calib
1232,1,train
1233,1,calib
1234,1,train
1235,1,train
1236,1,train
1237,1,train
1238,1,train
1239,0,train
1240,1,train
1241,1,train
1242,1,train
1243,1,train
1244,2,train
1245,1,test
1246,1,test
1247,1,train
1248,1,train
1249,1,test
1250,1,calib
1251,1,calib
1252,1,calib
1253,1,train
1254,1,train
1255,1,train
1256,1,test
1257,1,train
1258,1,train
1259,1,train
1260,1,calib
1261,1,train
1262,1,train
1263,1,calib
1264,1,calib
1265,1,calib
1266,1,train
1267,1,test
1268,0,calib
1269,1,train
1270,1,train
1271,0,train
1272,1,train
1273,0,test
1274,1,train
1275,1,train
1276,1,train
1277,1,test
1278,1,calib
1279,1,train
1280,1,train
1281,1,test
1282,1,train
1283,1,test
1284,1,train
1285,1,calib
1286,1,train
1287,1,train
1288,1,test
1289,2,train
1290,1,train
1291,1,train
1292,1,train
1293,1,train
1294,1,train
1295,1,train
1296,1,test
1297,1,train
1298,1,train
1299,1,train
1300,1,train
1301,1,train
1302,1,test
1303,1,calib
1304,1,calib
1305,1,calib
1306,1,train
1307,1,calib
1308,1,test
1309,1,train
1310,1,train
1311,1,train
1312,1,calib
1313,1,train
1314,1,train
1315,1,test
1316,1,test
1317,1,train
1318,1,calib
1319,1,train
1320,1,train
1321,1,train
1322,1,train
1323,1,train
1324,1,train
1325,1,train
1326,1,train
1327,1,train
1328,1,train
1329,0,train
1330,1,test
1331,1,train
1332,1,train
1333,1,train
1334,1,test
1335,0,train
1336,1,train
1337,1,calib
1338,1,train
1339,1,train
1340,1,train
1341,1,test
1342,1,train
1343,1,test
1344,1,train
1345,1,train
1346,1,train
1347,1,test
1348,2,test
1349,0,train
1350,1,train
1351,1,calib
1352,1,train
1353,1,train
1354,1,calib
1355,1,train
1356,1,train
1357,1,calib
1358,1,train
1359,1,test
1360,1,train
1361,1,calib
1362,1,train
1363,1,calib
1364,1,train
1365,1,train
1366,1,train
1367,1,train
1368,1,train
1369,1,calib
1370,1,test
1371,1,train
1372,1,train
1373,1,test
1374,1,test
1375,2,test
1376,1,calib
1377,1,test
1378,1,train
1379,1,calib
1380,1,train
1381,1,train
1382,1,test
1383,1,train
1384,1,train
1385,1,train
1386,1,test
1387,1,train
1388,1,train
1389,1,test
1390,1,calib
1391,1,train
1392,1,train
1393,1,train
1394,1,test
1395,1,test
1396,1,train
1397,1,train
1398,1,train
1399,1,test
1400,1,train
1401,1,train
1402,1,train
1403,1,train
1404,1,test
1405,1,train
1406,1,calib
1407,1,train
1408,1,train
1409,0,train
1410,1,test
1411,0,test
1412,1,test
1413,0,train
1414,1,train
1415,1,train
1416,1,test
1417,1,test
1418,1,train
1419,1,train
1420,1,calib
1421,1,train
1422,2,test
1423,1,calib
1424,1,test
1425,1,test
1426,1,calib
1427,1,test
1428,1,test
1429,1,train
1430,1,train
1431,1,train
1432,1,test
1433,1,train
1434,0,train
1435,0,train
1436,1,train
1437,0,train
1438,1,calib
1439,1,train
1440,1,train
1441,1,train
1442,1,train
1443,1,train
1444,1,calib
1445,1,train
1446,1,calib
1447,2,test
1448,1,train
1449,1,train
1450,1,train
1451,1,train
1452,1,train
1453,1,train
1454,1,test
1455,1,test
1456,1,train
1457,1,train
1458,1,calib
1459,1,test
1460,1,train
1461,1,train
1462,1,train
1463,1,test
1464,1,train
1465,1,train
1466,1,train
1467,1,calib
1468,1,train
1469,1,train
1470,1,calib
1471,1,train
1472,1,train
1473,0,test
1474,1,test
1475,1,train
1476,1,calib
1477,1,test
1478,1,calib
1479,1,test
1480,1,train
1481,1,calib
1482,1,calib
1483,1,train
1484,1,test
1485,0,calib
1486,1,train
1487,1,train
1488,1,train
1489,1,calib
1490,1,train
1491,1,train
1492,1,train
1493,1,calib
1494,1,calib
1495,1,train
1496,1,test
1497,1,train
1498,1,train
1499,1,test
1500,1,train
1501,1,train
1502,0,train
1503,2,train
1504,1,train
1505,1,train
1506,0,train
1507,2,train
1508,1,calib
1509,1,calib
1510,1,train
1511,1,calib
1512,1,train
1513,1,train
1514,1,train
1515,1,train
1516,1,test
1517,1,calib
1518,0,train
1519,1,test
1520,1,train
1521,1,train
1522,1,train
1523,1,train
1524,1,train
1525,1,calib
1526,1,train
1527,0,train
1528,1,train
1529,0,calib
1530,1,test
1531,1,test
1532,1,test
1533,1,test
1534,1,calib
1535,1,train
1536,1,calib
1537,1,train
1538,1,train
1539,1,test
1540,1,train
1541,1,train
1542,1,test
1543,1,train
1544,1,train
1545,1,train
1546,1,calib
1547,1,train
1548,1,train
1549,1,train
1550,1,calib
1551,1,calib
1552,1,calib
1553,1,train
1554,1,train
1555,1,test
1556,1,calib
1557,1,train
1558,1,train
1559,1,calib
1560,1,train
1561,1,calib
1562,1,train
1563,1,train
1564,1,calib
1565,1,train
1566,1,train
1567,1,train
1568,1,test
1569,1,test
1570,1,calib
1571,1,calib
1572,1,train
1573,1,test
1574,1,train
1575,1,test
1576,0,calib
1577,1,calib
1578,1,test
1579,1,train
1580,1,test
1581,1,train
1582,1,test
1583,1,calib
1584,1,train
1585,1,calib
1586,1,train
1587,1,train
1588,1,test
1589,1,train
1590,1,test
1591,1,calib
1592,1,train
1593,0,train
1594,1,train
1595,1,train
1596,1,train
1597,1,train
1598,1,train
1599,1,calib
1600,2,train
1601,1,train
1602,1,train
1603,1,train
1604,1,calib
1605,1,train
1606,1,train
1607,0,train
1608,1,test
1609,0,train
1610,1,calib
1611,1,test
1612,1,test
1613,0,train
1614,1,train
1615,1,train
1616,1,train
1617,2,train
1618,1,calib
1619,0,train
1620,1,train
1621,1,train
1622,1,test
1623,1,calib
1624,1,calib
1625,1,test
1626,1,train
1627,1,calib
1628,1,train
1629,1,train
1630,1,train
1631,1,calib
1632,1,train
1633,1,calib
1634,1,train
1635,1,train
1636,1,test
1637,1,calib
1638,1,calib
1639,1,train
1640,1,test
1641,0,train
1642,0,train
1643,1,calib
1644,1,test
1645,1,train
1646,1,train
1647,2,calib
1648,2,train
1649,1,test
1650,1,calib
1651,1,test
1652,1,train
1653,1,train
1654,1,train
1655,1,train
1656,1,train
1657,1,calib
1658,1,train
1659,0,test
1660,1,train
1661,1,train
1662,1,train
1663,1,test
1664,1,train
1665,1,train
1666,1,test
1667,1,train
1668,1,calib
1669,0,calib
1670,1,train
1671,1,train
1672,1,train
1673,1,train
1674,1,calib
1675,0,train
1676,1,test
1677,1,train
1678,1,train
1679,1,test
1680,1,train
1681,1,train
1682,1,train
1683,1,test
1684,1,test
1685,1,calib
1686,2,calib
1687,0,train
1688,1,train
1689,1,train
1690,1,train
1691,1,calib
1692,1,train
1693,1,train
1694,1,train
1695,1,test
1696,1,train
1697,1,train
1698,1,calib
1699,1,train
1700,1,train
1701,1,calib
1702,1,calib
1703,1,train
1704,0,train
1705,1,train
1706,1,train
1707,1,test
1708,1,train
1709,1,train
1710,1,train
1711,1,train
1712,1,train
1713,1,train
1714,1,train
1715,1,train
1716,1,train
1717,1,test
1718,1,test
1719,1,calib
1720,1,train
1721,1,train
1722,1,train
1723,1,calib
1724,1,calib
1725,1,train
1726,1,train
1727,1,calib
1728,1,test
1729,1,train
1730,1,calib
1731,1,calib
1732,1,train
1733,1,calib
1734,1,train
1735,1,train
1736,1,train
1737,1,calib
1738,1,test
1739,1,train
1740,1,train
1741,1,calib
1742,1,calib
1743,1,calib
1744,1,test
1745,1,train
1746,1,calib
1747,1,test
1748,2,train
1749,1,calib
1750,1,train
1751,1,test
1752,1,train
1753,1,train
1754,0,train
1755,1,train
1756,1,train
1757,1,train
1758,1,train
1759,1,train
1760,1,train
1761,1,calib
1762,1,train
1763,1,train
1764,1,test
1765,1,train
1766,1,train
1767,1,train
1768,1,calib
1769,1,train
1770,1,calib
1771,1,calib
1772,2,test
1773,1,train
1774,2,train
1775,1,train
1776,1,train
1777,1,test
1778,1,train
1779,1,calib
1780,1,train
1781,1,calib
1782,1,calib
1783,1,test
1784,1,test
1785,1,test
1786,1,calib
1787,1,test
1788,1,test
1789,1,calib
1790,1,train
1791,1,calib
1792,1,calib
1793,1,train
1794,1,train
1795,1,calib
1796,1,test
1797,1,train
1798,1,calib
1799,1,train
1800,1,train
1801,1,calib
1802,1,train
1803,1,train
1804,1,train
1805,1,train
1806,1,train
1807,1,train
1808,1,train
1809,1,train
1810,1,calib
1811,1,calib
1812,0,train
1813,1,train
1814,1,calib
1815,1,train
1816,1,test
1817,1,test
1818,1,test
1819,1,train
1820,1,train
1821,1,calib
1822,1,train
1823,1,train
1824,1,test
1825,2,train
1826,1,train
1827,1,test
1828,2,train
1829,1,train
1830,1,calib
1831,0,calib
1832,1,train
1833,1,test
1834,1,test
1835,1,test
1836,1,train
1837,1,calib
1838,1,train
1839,1,test
1840,1,test
1841,1,test
1842,1,train
1843,1,train
1844,1,train
1845,1,train
1846,0,train
1847,1,train
1848,1,train
1849,1,train
1850,1,test
1851,1,train
1852,1,test
1853,1,train
1854,1,train
1855,1,test
1856,1,train
1857,1,test
1858,1,train
1859,1,test
1860,1,test
1861,1,train
1862,1,test
1863,1,train
1864,1,calib
1865,0,train
1866,1,train
1867,1,test
1868,1,train
1869,1,train
1870,1,train
1871,1,calib
1872,1,test
1873,1,train
1874,1,calib
1875,1,train
1876,1,calib
1877,1,train
1878,1,train
1879,1,test
1880,1,train
1881,1,calib
1882,0,calib
1883,1,test
1884,1,train
1885,1,train
1886,1,train
1887,0,train
1888,1,train
1889,1,train
1890,1,test
1891,1,train
1892,1,train
1893,1,test
1894,1,train
1895,1,train
1896,1,train
1897,1,calib
1898,1,calib
1899,1,train
1900,1,calib
1901,1,calib
1902,1,test
1903,1,test
1904,1,calib
1905,1,calib
1906,1,train
1907,1,test
1908,1,test
1909,1,calib
1910,1,calib
1911,1,train
1912,1,train
1913,1,calib
1914,1,train
1915,1,train
1916,1,train
1917,1,test
1918,1,train
1919,1,calib
1920,1,calib
1921,1,calib
1922,1,train
1923,1,calib
1924,0,train
1925,1,train
1926,1,test
1927,1,train
1928,1,calib
1929,1,train
1930,0,train
1931,1,calib
1932,1,train
1933,1,train
1934,1,train
1935,1,calib
1936,1,test
1937,1,train
1938,1,calib
1939,1,train
1940,1,test
1941,1,train
1942,1,train
1943,1,train
1944,1,test
1945,0,train
1946,1,test
1947,1,calib
1948,1,train
1949,1,calib
1950,1,train
1951,0,train
1952,1,train
1953,1,train
1954,1,calib
1955,1,train
1956,1,train
1957,1,train
1958,1,calib
1959,1,calib
1960,1,train
1961,1,train
1962,1,train
1963,1,test
1964,1,train
1965,1,train
1966,1,train
1967,1,train
1968,1,train
1969,0,test
1970,0,train
1971,1,train
1972,1,train
1973,1,test
1974,1,test
1975,1,train
1976,1,train
1977,1,train
1978,1,train
1979,1,calib
1980,1,train
1981,1,train
1982,1,calib
1983,1,test
1984,1,test
1985,1,train
1986,1,train
1987,1,train
1988,1,train
1989,1,train
1990,1,train
1991,1,train
1992,1,calib
1993,1,train
1994,1,calib
1995,1,calib
1996,1,test
1997,1,train
1998,1,train
1999,1,train
2000,1,train
2001,1,train
2002,1,test
2003,1,train
2004,1,test
2005,1,train
2006,1,train
2007,1,train
2008,1,train
2009,1,train
2010,1,train
2011,1,test
2012,1,calib
2013,1,train
2014,1,train
2015,1,train
2016,1,train
2017,1,calib
2018,1,test
2019,1,calib
2020,1,train
2021,1,calib
2022,1,train
2023,1,calib
2024,1,train
2025,1,train
2026,1,train
2027,1,calib
2028,1,calib
2029,1,calib
2030,1,train
2031,1,train
2032,1,calib
2033,1,test
2034,1,calib
2035,1,train
2036,1,calib
2037,1,train
2038,1,calib
2039,1,train
2040,1,test
2041,1,calib
2042,1,test
2043,1,train
2044,1,calib
2045,1,train
2046,0,train
2047,1,calib
2048,1,train
2049,1,calib
2050,1,train
2051,1,calib
2052,1,train
2053,1,train
2054,0,test
2055,1,train
2056,2,train
2057,1,train
2058,1,test
2059,1,test
2060,1,calib
2061,1,test
2062,1,calib
2063,1,train
2064,1,train
2065,1,train
2066,1,train
2067,1,test
2068,1,train
2069,1,train
2070,0,train
2071,1,train
2072,1,train
2073,1,train
2074,1,calib
2075,1,train
2076,1,train
2077,0,calib
2078,1,train
2079,0,test
2080,1,train
2081,0,train
